nombre_de_servicio_turistico,identificador_de_clasificacion,clasificacion,identificador_de_categoria,categoria,identificador_de_subcategoria,subcategoria,direccion,correo_electronico,sitio_web,telefono,codigo_de_departamento,codigo_de_provincia,codigo_de_distrito,nombre_de_departamento,nombre_de_provincia,nombre_de_distrito,ruc,siglas,nombre_de_empresa,fecha_de_registro_de_empresa,fecha_actualizacion_datos_de_empresa
Ohana Travel,2205,Agencias De Viajes Y Turismo,220502,Agencias Minoristas,220502,Agencias Minoristas,"Condominio Veranda 52, Catacaos (Exclusivamente Digital)",ohanatravel2023@gmail.com,,936323833,20,01,05,Piura,Piura,Catacaos,20610261851,Ohana Travel,Ohana Travel Eirl,2023-02-01,2025-01-04
Mundo Viajero,2205,Agencias De Viajes Y Turismo,220502,Agencias Minoristas,220502,Agencias Minoristas,Virtual,asiste.grupocontable@gmail.com       andreatz@hotmail.com,www.mundoviajero.com,932331900,22,09,01,San Martin,San Martin,Tarapoto,2060274493,Mundo Viajero,Mundo Viajero Empresa Individual De Responsabilidad Limitada,2023-03-05,2025-01-17
Wayra Turismo Vivencial,2205,Agencias De Viajes Y Turismo,220503,Operador De Turismo,220503,Operador De Turismo,Manuel Seoane Mz- E Lt- 03 (Exclusivamente Digital),wayraturismovivencial@gmail.com,,923642065,20,01,01,Piura,Piura,Piura,10749147127,Wayra Turismo Vivencial,Agurto Cortez Emma Aurea,2023-03-28,2025-01-04
Quechuas People,2205,Agencias De Viajes Y Turismo,220503,Operador De Turismo,220503,Operador De Turismo,"Cl. Ollantaytambo B-2, Apv. Surihuaylla",quechuaspeople@gmail.com     ventas@quechuaspeople.com,www.quechuaspeople.com,084 622001,08,01,05,Cusco,Cusco,San Sebastian,20608621424,Quechuas People,Quechuas People Experience Travel And Tours S.A.C.,2023-04-14,2025-01-14
Mancora Tours,2205,Agencias De Viajes Y Turismo,220503,Operador De Turismo,220503,Operador De Turismo,Av. Piura 472,info@mancoratours.com,www.mancoratours.com,969232784,20,07,06,Piura,Talara,Mancora,20608943782,Mancora Tours,Agencia De Viajes Y Turismo Mancora Tours,2023-04-25,2025-01-04
Piqa,2202,Alimentos Y Bebidas,220202,Restaurantes Comida Peruana,220202,Restaurantes Comida Peruana,Av. San Ramon S/N. Urb. El Chipe,restaurantesmistianos@gmail.com,https://www.facebook.com/piqarestaurant,987 654 574,20,01,01,Piura,Piura,Piura,20605676848,Piqa,Restaurantes Mistianos S.A.C,2023-05-18,2025-01-06
Tao,2202,Alimentos Y Bebidas,220201,Restaurantes Comida Internacional,220201,Restaurantes Comida Internacional,Jr. San Ramon S/N Int. 09 Y 10,taorest@gmail.com,,073 602799,20,01,01,Piura,Piura,Piura,20606766719,Tao,Asiantao Srl,2023-05-18,2025-01-06
Empresa De Transporte Y Servicio Turistico De Cesar Y Manuel,2203,Transporte,220301,Terrestre,22030102,Transporte Turistico,Cl. Zona Industrial - Prolongacion Eguiguren 407,etdecesarymanuel@gmail.com,,947833560,20,08,01,Piura,Sechura,Sechura,20602282580,Empresa De Transporte Y Servicio Turistico De Cesar Y Manuel,Empresa De Transporte Y Servicio Turistico De Cesar Y Manuel Scrl,2023-05-31,2025-01-04
Viajeros Travel,2205,Agencias De Viajes Y Turismo,220503,Operador De Turismo,220503,Operador De Turismo,Jr. Manco Inca 277,viajerostraveltarapoto@gmail.com,,942854714,22,09,01,San Martin,San Martin,Tarapoto,20608996118,Viajeros Travel,Viajeros Travel Agencia De Viajes Y Turismo S.A.C.,2023-07-17,2025-01-10
Ok Aventuras Travel,2205,Agencias De Viajes Y Turismo,220503,Operador De Turismo,220503,Operador De Turismo,Jr. San Pablo De La Cruz 143,okaventurastravel.@gmail.com,,964964063,22,09,01,San Martin,San Martin,Tarapoto,20610664912,Ok Aventuras Travel,Ok Aventuras Travel E.I.R.L.,2023-07-17,2025-01-22
My Friend,2205,Agencias De Viajes Y Turismo,220503,Operador De Turismo,220503,Operador De Turismo,Jr. San Pablo De La Cruz 178,reservamyfriendtpp@gmail.com,,999474456,22,09,01,San Martin,San Martin,Tarapoto,10461154579,My Friend,Marilyn Tapullima Oyola,2023-07-17,2025-01-22
La Confiteria,2202,Alimentos Y Bebidas,220206,Cafes,220206,Cafes,Av. Ricardo Palma 1312,administracion@laconfiteria.com.pe,,998 337 022,15,01,22,Lima,Lima,Miraflores,20419967492,La Confiteria,La Confiteria Gourmet S.A.C.,2023-09-01,2025-01-29
La Confiteria,2202,Alimentos Y Bebidas,220206,Cafes,220206,Cafes,Av. Conquistadores 1216,administracion@laconfiteria.com.pe,,985191645,15,01,31,Lima,Lima,San Isidro,20419967492,La Confiteria,La Confiteria Gourmet S.A.C.,2023-09-01,2025-01-29
Punto Azul,2202,Alimentos Y Bebidas,220203,Restaurantes Pescados & Mariscos,220203,Restaurantes Pescados & Mariscos,Av. Alfredo Benavides 2370,info@puntoazulrestaurante.com,https://puntoazulrestaurante.com/,01 7642145,15,01,22,Lima,Lima,Miraflores,20602754261,Punto Azul,J & H Inversiones Punto Azul S.A.C.,2023-09-13,2025-01-29
Punto Azul,2202,Alimentos Y Bebidas,220203,Restaurantes Pescados & Mariscos,220203,Restaurantes Pescados & Mariscos,Cl. San Martin 595,info@puntoazulrestaurante.com,https://puntoazulrestaurante.com/,01 4458078,15,01,22,Lima,Lima,Miraflores,20602754261,Punto Azul,J & H Inversiones Punto Azul S.A.C.,2023-09-13,2025-01-29
Punto Azul,2202,Alimentos Y Bebidas,220203,Restaurantes Pescados & Mariscos,220203,Restaurantes Pescados & Mariscos,Av. Jorge Chavez 230,info@puntoazulrestaurante.com,https://puntoazulrestaurante.com/,01  4801165,15,01,22,Lima,Lima,Miraflores,20602754261,Punto Azul,J & H Inversiones Punto Azul S.A.C.,2023-09-13,2025-01-29
Hotel Continental,2201,Establecimientos De Hospedaje,220101,Hoteles,22010104,H.2 Estrellas,Av. Anchoveta Mz F3- Lt 22 - Urb. San Miguel,garciaaguilar020585@gmail.com     pedrolago27@hotmail.com,,043 590866,02,18,09,Ancash,Santa,Nuevo Chimbote,20609868733,Hotel Continental,Travel Y Aventura El Americano E.I.R.Ltda,2023-09-20,2025-01-22
Andina Creperia,2202,Alimentos Y Bebidas,220206,Cafes,220206,Cafes,Urb. Isabel Mz. G Lt. 9 Cl. Santa Maria,andina.creperia@gmail.com,,983700581,20,01,01,Piura,Piura,Piura,20610867252,Andina Creperia,Andina De Inversiones Privadas Eirl,2023-10-19,2025-01-06
Mr. Leigh Restaurant - Cafe,2202,Alimentos Y Bebidas,220202,Restaurantes Comida Peruana,220202,Restaurantes Comida Peruana,Psj. Boulevard De Santa Isabel Lt. 12,cesar@leighperu.com,,983983372,20,01,01,Piura,Piura,Piura,20529918543,Mr. Leigh Restaurant - Cafe,Inversiones Mister Leigh Eirl,2023-10-20,2025-01-06
Casa Cultural Tallan,2202,Alimentos Y Bebidas,220212,Restaurante 3 Tenedores,220212,Restaurante 3 Tenedores,Carretera Los Ejidos Lt. B 11 (A 300 M. De Upao)Ref,milkaperezb@gmail.com,,954676216,20,01,01,Piura,Piura,Piura,20604820414,Casa Cultural Tallan,Tallan Casa Cultural S.A.C,2023-10-27,2025-01-06
Namaste,2202,Alimentos Y Bebidas,220204,Restaurantes Vegetarianos,220204,Restaurantes Vegetarianos,Av. Bolognesi 802-A,contacto@namastewarmy.com,www.namastewarmy.com,999458381,15,01,04,Lima,Lima,Barranco,10410325131,Namaste,Velit Panta Laksmi Yasoda,2023-11-15,2025-01-28
Namaste,2202,Alimentos Y Bebidas,220219,Restaurantes Veganos,220219,Restaurantes Veganos,Av. Bolognesi 802-A,contacto@namastewarmy.com,www.namastewarmy.com,999458381,15,01,04,Lima,Lima,Barranco,10410325131,Namaste,Velit Panta Laksmi Yasoda,2023-11-15,2025-01-28
La Mangacheria,2202,Alimentos Y Bebidas,220202,Restaurantes Comida Peruana,220202,Restaurantes Comida Peruana,Cl. Las Mercedes 299 Carretera Los Ejidos (Fundo Elio),,,984101059,20,01,01,Piura,Piura,Piura,20611535935,La Mangacheria,La Mangacheria E.I.R.L,2023-11-16,2025-01-06
Black Marlin Restaurant & Lodge,2202,Alimentos Y Bebidas,220203,Restaurantes Pescados & Mariscos,220203,Restaurantes Pescados & Mariscos,"Av. Principal A-2, Cabo Blanco",blackmarlinperu@gmail.com,,073 256067,20,07,02,Piura,Talara,El Alto,20529723025,Black Marlin Restaurant & Lodge,Black Marlin Restaurant & Lodge Sac,2023-11-21,2025-01-06
Restaurante Cevicheria Marcos,2202,Alimentos Y Bebidas,220203,Restaurantes Pescados & Mariscos,220203,Restaurantes Pescados & Mariscos,"Calle Principal Mz C Lt 20, Cabo Blanco",marcoschapilliquen0105@gmail.com,,073 256068,20,07,02,Piura,Talara,El Alto,10035716276,Restaurante Cevicheria Marcos,Marcos Joaquin Chapilliquen Crisanto,2023-11-21,2025-01-06
Tayanti,2202,Alimentos Y Bebidas,220201,Restaurantes Comida Internacional,220201,Restaurantes Comida Internacional,Carretera Los Ejidos Km 1 (Centro Comercial Ejidos Plaza),david.quenaya@hotmail.com,,982984963,20,01,01,Piura,Piura,Piura,20609250462,Tayanti,Oisshi Taclla Restaurantes Sac,2023-11-21,2025-01-06
Restaurante El Mero,2202,Alimentos Y Bebidas,220203,Restaurantes Pescados & Mariscos,220203,Restaurantes Pescados & Mariscos,"Cl. B-4, Cabo Blanco",,,969876649,20,07,02,Piura,Talara,El Alto,10038534501,Restaurante El Mero,Bernardo Fiestas Fiestas,2023-11-21,2025-01-06
Lasagnas La Nonna,2202,Alimentos Y Bebidas,220220,Pizzerias,220220,Pizzerias,Cl. Madre Selva Mz H Lt 10. Urb. Avifap,guillermo.torres.trelles@gmail.com,,934744749,20,01,01,Piura,Piura,Piura,20609618621,Lasagnas La Nonna,Lasagnas La Nonna Sac,2023-11-21,2025-01-06
Panic Point Restaurant,2202,Alimentos Y Bebidas,220203,Restaurantes Pescados & Mariscos,220203,Restaurantes Pescados & Mariscos,"Cl. Principal Mz C Lt 3, Cabo Blanco",antonperiche@gmail.com,,922413292,20,07,02,Piura,Talara,El Alto,10039014314,Panic Point Restaurant,Marcia Araceli Periche Tume,2023-11-21,2025-01-06
Chakra Restaurante,2202,Alimentos Y Bebidas,220202,Restaurantes Comida Peruana,220202,Restaurantes Comida Peruana,Av. Principal Mz Ca Lt.11 Urb. Santa Margarita I Etapa (26 De Octubre),ae.dybsac@gmail.com,,978792799,20,01,01,Piura,Piura,Piura,20603524439,Chakra Restaurante,Asociados E Inversiones D Y B S.A.C,2023-12-19,2025-01-04
Hacienda Del Chalan,2205,Agencias De Viajes Y Turismo,220503,Operador De Turismo,220503,Operador De Turismo,Comunidad Campesina San Mateo De Paucarbamba S/N,reservas@haciendadelchalan.com,https://www.haciendadelchalan.com,984737897,08,13,05,Cusco,Urubamba,Maras,10244871980,Hacienda Del Chalan,Boza Valenzuela Yojan,2024-02-21,2025-01-22
Quero,2202,Alimentos Y Bebidas,220216,Restaurant & Bar,220216,Restaurant & Bar,Jiron Ayacucho 609 (2Do Piso),,,,20,01,01,Piura,Piura,Piura,20609990237,Quero,Gusto Y Sazon Piurano E.I.R.L,2024-02-21,2025-01-06
Wamatur Travel,2205,Agencias De Viajes Y Turismo,220503,Operador De Turismo,220503,Operador De Turismo,"Jr. Leoncio Prado 703, Partido Alto",reservas@wamaturtrael.com      info@wamaturtravel.com,www.wamaturtravel.com,042 604219,22,09,01,San Martin,San Martin,Tarapoto,20612133159,Wamatur Travel,Wamatur Travel Agencia De Viajes Y Turismo Tour Operador S.A.C,2024-03-05,2025-01-22
Transporte Rafael,2203,Transporte,220301,Terrestre,22030102,Transporte Turistico,Urb. Luis Negreiros Vega B-14,contacto@transporterafael.com,,073 692388,20,07,01,Piura,Talara,Parinas,20483995254,Transporte Rafael,Empresa De Transportes Rafael E.I.R.L,2024-03-07,2025-01-04
Aler Coffe,2202,Alimentos Y Bebidas,220206,Cafes,220206,Cafes,Jr. Chiclayo 182 (Centro De Canchaque),rjpalacios22@gmail.com,,952096314,20,03,02,Piura,Huancabamba,Canchaque,20611438932,Aler Coffe,Alear Coffe Cafeteria & Snack Eirl,2024-04-02,2025-01-06
Lyz Business Hotel,2201,Establecimientos De Hospedaje,220101,Hoteles,22010102,H.4 Estrellas,Av. Vice 230,ventaspiura@lyzhotel.com,www.lyzhotel.com.pe,073 602399,20,01,01,Piura,Piura,Piura,20602461310,Lyz Business Hotel,Ctch Inversiones Sac,2024-05-14,2025-01-03
Asp Viajes Y Turismo,2205,Agencias De Viajes Y Turismo,220503,Operador De Turismo,220503,Operador De Turismo,"Av. Camino Real 208, Int. 1",infoaspinfo@gmail.com,,971888716,08,01,01,Cusco,Cusco,Cusco,20490028669,Asp Viajes Y Turismo,Asp Viajes Y Turismo S.R.L.,2024-06-04,2025-01-23
Cusco Sunrise Peru Trek,2205,Agencias De Viajes Y Turismo,220503,Operador De Turismo,220503,Operador De Turismo,Urb. Los Pinos C-7,reservas@sunriseperutrek.com,www.sunriseperutrek.com,950313131,08,01,04,Cusco,Cusco,San Jeronimo,20490681664,Cusco Sunrise Peru Trek,Cusco Sunrise Peru Trek E.I.R.L.,2024-06-04,2025-01-29
Cusco Peruvian Adventures,2205,Agencias De Viajes Y Turismo,220503,Operador De Turismo,220503,Operador De Turismo,"Pj. Javier Heraud U-1-8, Urb. Ttio",cuscoperuvianadventures@gmail.com,,984680230,08,01,08,Cusco,Cusco,Wanchaq,20490195051,Cusco Peruvian Adventures,Cusco Peruvian Adventures S.C.R.L.,2024-06-04,2025-01-24
Cusco Native Tours,2205,Agencias De Viajes Y Turismo,220503,Operador De Turismo,220503,Operador De Turismo,Urb. Mercados Unidos R-4,info@cusconative.com,www.cusconative.com,915146558,08,01,06,Cusco,Cusco,Santiago,20608817566,Cusco Native Tours,Cusco Native Tours S.R.L.,2024-06-04,2025-01-26
Viajes Peru Para Todos,2205,Agencias De Viajes Y Turismo,220503,Operador De Turismo,220503,Operador De Turismo,Cercado De Wanchaq - Av. Pachacuteq 410 (Exclusivamente Digital),viajesperuparatodos@gmail.com,www.viajesperuparatodos.com,968347154,08,01,08,Cusco,Cusco,Wanchaq,20611908327,Viajes Peru Para Todos,Peru Para Todos Agencia De Viajes Y Turismo S.A.C.,2024-06-05,2025-01-24
Jaysatours Beach,2203,Transporte,220301,Terrestre,22030102,Transporte Turistico,Av. Corpac (Al Interior Del Aeropuerto De Piura),reservasjaysatours@outlook.com,www.jaysatours.com,983485322,20,01,01,Piura,Piura,Piura,20603381000,Jaysatours Beach,Jaysatours Beach E.I.R.L.,2024-06-11,2025-01-04
La Cocina De Gian,2202,Alimentos Y Bebidas,220202,Restaurantes Comida Peruana,220202,Restaurantes Comida Peruana,Jr. Junin 870,infante_men83@gmail.com,no cuenta,980146950,20,01,01,Piura,Piura,Piura,10422278031,La Cocina De Gian,Harold Alexis Infante Mendoza,2024-06-20,2025-01-06
Oh Mi Tumbes,2202,Alimentos Y Bebidas,220203,Restaurantes Pescados & Mariscos,220203,Restaurantes Pescados & Mariscos,Cl. Leoncio Prado 601 (A Media Cuadra De Reniec),tavara2994@gmail.com,,956690652,20,06,01,Piura,Sullana,Sullana,20610613447,Oh Mi Tumbes,Investments And Services Oh Mi Tumbes E.I.R.L.,2024-06-21,2025-01-06
Casa Andina Premium Piura,2201,Establecimientos De Hospedaje,220101,Hoteles,22010101,H.5 Estrellas,"Av. Ramon Mujica S/N Urb. San Eduardo, El Chipe",recep-cappiura@casa-andina.com,www.casa-andina.com,073 285000,20,01,01,Piura,Piura,Piura,20505670443,Casa Andina Premium Piura,Nessus Hoteles Peru S.A,2024-06-24,2025-01-04
El Gran Caiman,2201,Establecimientos De Hospedaje,220101,Hoteles,22010103,H.3 Estrellas,Av. Grau 133,reservas@elgrancaiman.com,no cuenta con pagina web,947405605,20,07,06,Piura,Talara,Mancora,20510400403,El Gran Caiman,Hoteles De Turismo El Gran Caiman S.A.C,2024-07-02,2025-01-04
Veleritos Tours L Y L,2205,Agencias De Viajes Y Turismo,220503,Operador De Turismo,220503,Operador De Turismo,"Carretera Playa Punta Veleros S/N, Los Organos (Exclusivamente Digital)",veleritostours@gmail.com,www.veleritostours.com,945882576,20,07,05,Piura,Talara,Los Organos,10038991260,Veleritos Tours L Y L,Jose Rolando Lucar Silva,2024-07-03,2025-01-04
Peruvian Mountain Rides,2205,Agencias De Viajes Y Turismo,220503,Operador De Turismo,220503,Operador De Turismo,Barrio Hampinuno S/N,info@peruvianmountainrides.com,www.peruvianmountainrides.com,994105404,08,04,03,Cusco,Calca,Lamay,20601003903,Peruvian Mountain Rides,Servicios Turisticos Chachani S.A.C.,2024-07-18,2025-01-22
Amazon Wildlife Peru,2205,Agencias De Viajes Y Turismo,220503,Operador De Turismo,220503,Operador De Turismo,"Cl. Triunfo 392, Of. 202",info@amazonwildlifeperu.com     amazonwildlifeperu@gmail.com,www.amazonwildlifeperu.com,084 786706,08,01,01,Cusco,Cusco,Cusco,20490560107,Amazon Wildlife Peru,Amazon Wildlife Peru E.I.R.L.,2024-07-22,2025-01-17
Catac Travel Tours,2205,Agencias De Viajes Y Turismo,220503,Operador De Turismo,220503,Operador De Turismo,"Jr. Huancavelica 257 Of. 1 / Av. Corpac Of. 2 - Talarita, Castilla",reservas_catactravel@hotmail.com,,953810513,20,01,01,Piura,Piura,Piura,20612236977,Catac Travel Tours,Catac Travel Tours Eirl,2024-08-07,2025-01-04
Ayni Travel - Agencia De Viajes,2205,Agencias De Viajes Y Turismo,220503,Operador De Turismo,220503,Operador De Turismo,Urb. Angamos 1E Av. Panamericana P1 Mz. I Lt. 5,aynitravelperu@gmail.com,,928891085,20,01,01,Piura,Piura,Piura,20612816990,Ayni Travel - Agencia De Viajes,Consorcio E Inversiones Romero E.I.R.L,2024-08-07,2025-01-04
Wayra Adventure Travel Agency,2205,Agencias De Viajes Y Turismo,220503,Operador De Turismo,220503,Operador De Turismo,Mza. Ic Lote. I-7 Asc. Frente De Defensa (3 Cuadras De La Via De Evitamiento),willysantillana@wayraadventuretravel.com     reservas@wayraadventuretravel.com,https://www.wayraadventuretravel.com,943541201,08,01,05,Cusco,Cusco,San Sebastian,20612481572,Wayra Adventure Travel Agency,W & L Inversiones Turisticas Wayra S.A.C.,2024-08-18,2025-01-22
Intrepid Dmc,2205,Agencias De Viajes Y Turismo,220503,Operador De Turismo,220503,Operador De Turismo,Cl. Zeta 109,maritza.chacacanta@intrepidtravel.com,,958061871,08,01,01,Cusco,Cusco,Cusco,20601431425,Intrepid Dmc,Intrepid Peru S.A.C.,2024-10-07,2025-01-26
Hospital Belen De Trujillo,2208,Salud,220801,Hospitales,220801,Hospitales,"Jiron Bolivar 350, Trujillo 13001",direccion@hbt.gob.pe,https://www.hbt.gob.pe/,044 480200,13,01,01,La Libertad,Trujillo,Trujillo,20228257479,Hospital Belen De Trujillo,U.E. 403-Salud Trujillo-Sur Oeste,2024-10-17,2025-01-22
Hospital Victor Lazarte Echegaray - Essalud,2208,Salud,220801,Hospitales,220801,Hospitales,"Prol. Union 1375, Trujillo 13006",consultas.viva@essalud.gob.pe,https://www.essalud.gob.pe/hospital-lazarte-de-essalud-la-libertad-a-l,949 477 831,13,01,01,La Libertad,Trujillo,Trujillo,20601660998,Hospital Victor Lazarte Echegaray - Essalud,El Cuerpo Medico Del Hospital Victor Lazarte Echegaray Essalud-Trujillo,2024-10-17,2025-01-22
Hospital I Luis Albrecht,2208,Salud,220801,Hospitales,220801,Hospitales,"Av. Jesus De Nazareth S/N, Trujillo 13011",consultas.viva@essalud.gob.pe,https://www.gob.pe/essalud,044 224048,13,01,01,La Libertad,Trujillo,Trujillo,20131257750,Hospital I Luis Albrecht,Seguro Social De Salud,2024-10-21,2025-01-22
Salud Primavera,2208,Salud,220801,Hospitales,220801,Hospitales,"Av. Nicolas De Pierola 872, Trujillo 13001",info@saludprimavera.com.pe,https://saludprimavera.com.pe/,51 985311515,13,01,01,La Libertad,Trujillo,Trujillo,20477402152,Salud Primavera,Corporacion Salud Universal Sociedad Anonima Cerrada,2024-10-21,2025-01-22
Transportes Flor Del Cafe,2203,Transporte,220301,Terrestre,22030101,Transporte Terrestre Nacional,"Terminal Terrestre  ""El Bosque"" - Av. Guardia Civil S/N",laflordelcafe123@gmail.com,,971222683,20,01,04,Piura,Piura,Castilla,20526683871,Transportes Flor Del Cafe,La Flor Del Cafe - La Laguna E.I.R.L.,2024-10-30,2025-01-04
Munay-Ki Travel & Tours,2205,Agencias De Viajes Y Turismo,220502,Agencias Minoristas,220502,Agencias Minoristas,Cl. San Agustin Arbulu 115,munaykiturimo@gmail.com,www.munaykilambayeque.com,940055540,14,01,01,Lambayeque,Chiclayo,Chiclayo,10734852126,Munay-Ki Travel & Tours,Pedro Barrios Carlos,2024-11-07,2025-01-17
Huallpa Porras Samuel,2201,Establecimientos De Hospedaje,220107,Hospedaje No Categorizado,220107,Hospedaje No Categorizado,Jr. Lambayeque Mz. 3-5 Lote 14,nan,nan,973122407,17,01,01,Madre De Dios,Tambopata,Tambopata,10460982184,Huallpa Porras Samuel,Hospedaje Continental,2024-11-17,2025-01-09
Central Travel Agency,2205,Agencias De Viajes Y Turismo,220503,Operador De Turismo,220503,Operador De Turismo,Restaurante Panoramico 1 - Terminal Terrestre De Espinar,agenciaviajes@centraltravelespinar.com,www.centraltravelespinar.com,972310940,08,08,01,Cusco,Espinar,Espinar,20611070889,Central Travel Agency,Jl Turry Central E.I.R.L.,2024-11-18,2025-01-22
Restaurant Punta Veleros,2202,Alimentos Y Bebidas,220202,Restaurantes Comida Peruana,220202,Restaurantes Comida Peruana,Av. Los Proceres 410 Barrio Empleados - Los Organos,smarchanolaya.75@gmail.com,,926 193 260,20,07,05,Piura,Talara,Los Organos,10038725845,Restaurant Punta Veleros,Restarurant Punta Veleros,2024-11-29,2025-01-06
Mar & Fuego,2202,Alimentos Y Bebidas,220202,Restaurantes Comida Peruana,220202,Restaurantes Comida Peruana,Mz. F Lote 12 Urb. El Bosque Piura,demaryfuego@gmail.com,,919 442 766,20,01,04,Piura,Piura,Castilla,20605524894,Mar & Fuego,Inversiones Gastronomicas De Mar Y Fuego E.I.R.L,2024-12-02,2025-01-06
Agencia De Turismo Catacaos,2205,Agencias De Viajes Y Turismo,220503,Operador De Turismo,220503,Operador De Turismo,Calle Comercio 713 (Exclusivamente Digital),ernestomogrovejo@gmail.com,,955 537 731,20,01,05,Piura,Piura,Catacaos,10407282189,Agencia De Turismo Catacaos,Mogrovejo Ramos Ernesto Manuel,2024-12-12,2025-01-04
Hotel El Vuelo Del Condor,2201,Establecimientos De Hospedaje,220107,Hospedaje No Categorizado,220107,Hospedaje No Categorizado,Av. Manuel A. Odria 1490,hotelelvuelo201201@gmail.com,,945 906 433,12,07,01,Junin,Tarma,Tarma,20568374771,Hotel El Vuelo Del Condor,Consorcio Hotelero El Vuelo Del Condor E.I.R.L,2025-01-03,2025-01-03
"Casa Hotelera ""Tampu Wasi""",2201,Establecimientos De Hospedaje,220107,Hospedaje No Categorizado,220107,Hospedaje No Categorizado,Jr. Amazonas 798,,,933 042 113,12,07,01,Junin,Tarma,Tarma,10105198871,"Casa Hotelera ""Tampu Wasi""",Quiroz Huaman Juan Gilberto,2025-01-03,2025-01-03
Hotel Mi Tierra Consorcio Siu,2201,Establecimientos De Hospedaje,220107,Hospedaje No Categorizado,220107,Hospedaje No Categorizado,Jr. Huaraz 474,,,064 785750,12,07,01,Junin,Tarma,Tarma,20568045361,Hotel Mi Tierra Consorcio Siu,Consorcio Grupo E&Roberto Si-U Sociedad Comercial De Responsabilidad Limitada,2025-01-03,2025-01-03
Casa Quilipe,2201,Establecimientos De Hospedaje,220107,Hospedaje No Categorizado,220107,Hospedaje No Categorizado,Calle Quilipe S/N - Casco Urbano,espiritut@gmail.com,,990189516,02,11,01,Ancash,Huarmey,Huarmey,10085509883,Casa Quilipe,Gamarra Farromeque Imelda Gladys,2025-01-03,2025-01-03
Cipriani Hotel - Tarma,2201,Establecimientos De Hospedaje,220101,Hoteles,22010103,H.3 Estrellas,Jr. Lima 262,reservasciprianihotel@gmail.com,https://www.ciprianihoteltarma.com/,998 877 909,12,07,01,Junin,Tarma,Tarma,2060934537,Cipriani Hotel - Tarma,Pariss Cipriani Hotel E.I.R.L.,2025-01-10,2025-01-10
Hostal Aldustar,2201,Establecimientos De Hospedaje,220107,Hospedaje No Categorizado,220107,Hospedaje No Categorizado,Av. Vienrich 736,,,959 141 162,12,07,01,Junin,Tarma,Tarma,1010601407,Hostal Aldustar,Estrella Huaman De Mendizabal Irene Teodora,2025-01-10,2025-01-10
"Casa De Artesania ""Maroti Shobo""",2207,Artesania,220706,Tiendas Artesanales,220706,Tiendas Artesanales,Av. Aguaytia Ndeg443,marotishobo23@gmail.com,https://www.marotishobo.com/,920219103,25,01,05,Ucayali,Coronel Portillo,Yarinacocha,20393278219,"Casa De Artesania ""Maroti Shobo""","Centro De Asociacion Artesanal ""Maroti Shobo""",2025-01-10,2025-01-10
Hotel Victoire'Ss,2201,Establecimientos De Hospedaje,220107,Hospedaje No Categorizado,220107,Hospedaje No Categorizado,Jr. Amazonas  544,,,944 419 181,12,07,01,Junin,Tarma,Tarma,20568561296,Hotel Victoire'Ss,Corporacion Victoire'Ss Sociedad Anonima Cerrada - Corporacion Victoire'Ss S.A.C.,2025-01-10,2025-01-10
Hotel Victoire'Ss,2201,Establecimientos De Hospedaje,220107,Hospedaje No Categorizado,220107,Hospedaje No Categorizado,Jr. Huancayo 475,,,964 754 520,12,07,01,Junin,Tarma,Tarma,20568561296,Hotel Victoire'Ss,Corporacion Victoire'Ss Sociedad Anonima Cerrada - Corporacion Victoire'Ss S.A.C.,2025-01-10,2025-01-10
Hacienda Santa Maria,2201,Establecimientos De Hospedaje,220107,Hospedaje No Categorizado,220107,Hospedaje No Categorizado,Ca. Vista Alegre 1249,santamaria.hacienda@gmail.com,https://www.haciendasantamaria.com/,958 314 228,12,07,01,Junin,Tarma,Tarma,20251213845,Hacienda Santa Maria,Delindio S.A.,2025-01-10,2025-01-10
Hospedaje Yordana,2201,Establecimientos De Hospedaje,220107,Hospedaje No Categorizado,220107,Hospedaje No Categorizado,Av.Castilla 192-194,dianitapalomino15@hotmail.com,,064 786018,12,07,01,Junin,Tarma,Tarma,10211334709,Hospedaje Yordana,Izquierdo Yantas Jose Luis,2025-01-10,2025-01-10
Hostal Albania,2201,Establecimientos De Hospedaje,220107,Hospedaje No Categorizado,220107,Hospedaje No Categorizado,Jr. Amazonas 534,,,920 883 364,12,07,01,Junin,Tarma,Tarma,10211019528,Hostal Albania,Soto Leyva Abelardo Francisco,2025-01-10,2025-01-10
Hospedaje La Isla Flotante Los Uros,2201,Establecimientos De Hospedaje,220107,Hospedaje No Categorizado,220107,Hospedaje No Categorizado,Av.Vienrich 628,,,064 322665,12,07,01,Junin,Tarma,Tarma,10211377475,Hospedaje La Isla Flotante Los Uros,Paco Mamani Baltazar,2025-01-10,2025-01-10
El Dorado Hospedaje Residencial,2201,Establecimientos De Hospedaje,220107,Hospedaje No Categorizado,220107,Hospedaje No Categorizado,Jr. Huanuco 488,reservas@hospedajeeldoradotarma.com,https://hospedajeeldoradotarma.com/?fbclid=iwy2xjawhufellehrua2flbqix,064 324151,12,07,01,Junin,Tarma,Tarma,10422300142,El Dorado Hospedaje Residencial,Echegaray Gamarra Augusto Sebastian,2025-01-10,2025-01-10
Hostal Castillo,2201,Establecimientos De Hospedaje,220107,Hospedaje No Categorizado,220107,Hospedaje No Categorizado,Malecon Galvez 617,,,964 766 893,12,07,01,Junin,Tarma,Tarma,10212992505,Hostal Castillo,Castillo Palomares David Raul,2025-01-10,2025-01-10
