NOMBRE DE SERVICIO TURÍSTICO;IDENTIFICADOR DE CLASIFICACIÓN;CLASIFICACIÓN;IDENTIFICADOR DE CATEGORÍA;CATEGORÍA;IDENTIFICADOR DE SUBCATEGORÍA;SUBCATEGORÍA;DIRECCIÓN;CORREO ELECTRÓNICO;SITIO WEB;TELÉFONO;CÓDIGO DE DEPARTAMENTO;CÓDIGO DE PROVINCIA;CÓDIGO DE DISTRITO;NOMBRE DE DEPARTAMENTO;NOMBRE DE PROVINCIA;NOMBRE DE DISTRITO;RUC;SIGLAS;NOMBRE DE EMPRESA;FECHA DE REGISTRO DE EMPRESA;FECHA ACTUALIZACIÓN DATOS DE EMPRESA
 MUNDO VIAJERO;2205;AGENCIAS DE VIAJES Y TURISMO;220502;Agencias Minoristas;220502;Agencias Minoristas;Virtual;  asiste.grupocontable@gmail.com       andreatz@hotmail.com; www.mundoviajero.com;932331900;22;9;1;San Martín;San Martín;Tarapoto;2060274493; MUNDO VIAJERO; MUNDO VIAJERO EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA;5/03/2023;17/01/2025
Wayra Turismo Vivencial;2205;AGENCIAS DE VIAJES Y TURISMO;220503;Operador de Turismo;220503;Operador de Turismo;Manuel Seoane Mz- E Lt- 03 (Exclusivamente digital);wayraturismovivencial@gmail.com; ;923642065;20;1;1;Piura;Piura;Piura;10749147127;Wayra Turismo Vivencial;Agurto Cortez Emma Aurea ;28/03/2023;4/01/2025
Quechuas People;2205;AGENCIAS DE VIAJES Y TURISMO;220503;Operador de Turismo;220503;Operador de Turismo;Cl. Ollantaytambo B-2, APV. Surihuaylla;quechuaspeople@gmail.com     ventas@quechuaspeople.com;www.quechuaspeople.com; 084 622001;8;1;5;Cusco;Cusco;San Sebastián;20608621424;Quechuas People;Quechuas People Experience Travel and Tours S.A.C.;14/04/2023;14/01/2025
MANCORA TOURS;2205;AGENCIAS DE VIAJES Y TURISMO;220503;Operador de Turismo;220503;Operador de Turismo;Av. Piura 472;Info@mancoratours.com;www.mancoratours.com;969232784;20;7;6;Piura;Talara;Máncora;20608943782;MANCORA TOURS;Agencia de viajes y Turismo Mancora Tours;25/04/2023;4/01/2025
PIQA;2202;ALIMENTOS Y BEBIDAS;220202;Restaurantes comida Peruana;220202;Restaurantes comida Peruana;Av. San Ramón S/N. Urb. El Chipe;restaurantesmistianos@gmail.com;https://www.facebook.com/Piqarestaurant;987 654 574;20;1;1;Piura;Piura;Piura;20605676848;PIQA;RESTAURANTES MISTIANOS S.A.C;18/05/2023;6/01/2025
TAO;2202;ALIMENTOS Y BEBIDAS;220201;Restaurantes comida Internacional;220201;Restaurantes comida Internacional;Jr. San Ramon S/n Int. 09 y 10;taorest@gmail.com; ;073 602799;20;1;1;Piura;Piura;Piura;20606766719;TAO;ASIANTAO SRL;18/05/2023;6/01/2025
Empresa de Transporte y Servicio Turístico de Cesar y Manuel ;2203;TRANSPORTE;220301;Terrestre;22030102;Transporte turístico;Cl. Zona Industrial - Prolongación Eguiguren 407 ;etdecesarymanuel@gmail.com; ;947833560;20;8;1;Piura;Sechura;Sechura;20602282580;Empresa de Transporte y Servicio Turístico de Cesar y Manuel ;Empresa de Transporte y Servicio Turístico de Cesar y Manuel SCRL;31/05/2023;4/01/2025
Viajeros Travel;2205;AGENCIAS DE VIAJES Y TURISMO;220503;Operador de Turismo;220503;Operador de Turismo;Jr. Manco Inca 277;viajerostraveltarapoto@gmail.com;   ;942854714;22;9;1;San Martín;San Martín;Tarapoto;20608996118;Viajeros Travel;Viajeros Travel Agencia de viajes y Turismo S.A.C.;17/07/2023;10/01/2025
Ok Aventuras Travel;2205;AGENCIAS DE VIAJES Y TURISMO;220503;Operador de Turismo;220503;Operador de Turismo;Jr. San Pablo de la Cruz 143;okaventurastravel.@gmail.com;  ;964964063;22;9;1;San Martín;San Martín;Tarapoto;20610664912;Ok Aventuras Travel;OK Aventuras Travel E.I.R.L.;17/07/2023;22/01/2025
My friend;2205;AGENCIAS DE VIAJES Y TURISMO;220503;Operador de Turismo;220503;Operador de Turismo;Jr. San Pablo de la Cruz 178;reservamyfriendtpp@gmail.com; ;999474456;22;9;1;San Martín;San Martín;Tarapoto;10461154579;My friend;Marilyn Tapullima Oyola;17/07/2023;22/01/2025
La Confitería;2202;ALIMENTOS Y BEBIDAS;220206;Cafés;220206;Cafés;Av. Ricardo Palma 1312     ;administracion@laconfiteria.com.pe       ; ;998 337 022    ;15;1;22;Lima;Lima;Miraflores;20419967492;La Confitería;La Confitería Gourmet S.A.C.;1/09/2023;29/01/2025
La Confitería;2202;ALIMENTOS Y BEBIDAS;220206;Cafés;220206;Cafés;Av. Conquistadores 1216   ;administracion@laconfiteria.com.pe   ; ;985191645;15;1;31;Lima;Lima;San Isidro;20419967492;La Confitería;La Confitería Gourmet S.A.C.;1/09/2023;29/01/2025
Punto Azul;2202;ALIMENTOS Y BEBIDAS;220203;Restaurantes Pescados & Mariscos;220203;Restaurantes Pescados & Mariscos;Av. Alfredo Benavides 2370       ;info@puntoazulrestaurante.com;https://puntoazulrestaurante.com/; 01 7642145    ;15;1;22;Lima;Lima;Miraflores;20602754261;Punto Azul;J & H Inversiones Punto Azul S.A.C.;13/09/2023;29/01/2025
Punto Azul;2202;ALIMENTOS Y BEBIDAS;220203;Restaurantes Pescados & Mariscos;220203;Restaurantes Pescados & Mariscos;Cl. San Martín 595     ;info@puntoazulrestaurante.com   ;https://puntoazulrestaurante.com/;01 4458078     ;15;1;22;Lima;Lima;Miraflores;20602754261;Punto Azul;J & H Inversiones Punto Azul S.A.C.;13/09/2023;29/01/2025
Punto Azul;2202;ALIMENTOS Y BEBIDAS;220203;Restaurantes Pescados & Mariscos;220203;Restaurantes Pescados & Mariscos;Av. Jorge Chávez 230   ;info@puntoazulrestaurante.com   ;https://puntoazulrestaurante.com/;01  4801165 ;15;1;22;Lima;Lima;Miraflores;20602754261;Punto Azul;J & H Inversiones Punto Azul S.A.C.;13/09/2023;29/01/2025
Hotel Continental;2201;ESTABLECIMIENTOS DE HOSPEDAJE;220101;Hoteles;22010104;H.2 Estrellas;Av. Anchoveta Mz F3- Lt 22 - Urb. San Miguel ;garciaaguilar020585@gmail.com     pedrolago27@hotmail.com ; ; 043 590866;2;18;9;Áncash;Santa;Nuevo Chimbote;20609868733;Hotel Continental;Travel y Aventura El Americano E.I.R.Ltda       ;20/09/2023;22/01/2025
Andina Creperia;2202;ALIMENTOS Y BEBIDAS;220206;Cafés;220206;Cafés;Urb. Isabel Mz. G Lt. 9 Cl. Santa Maria;andina.creperia@gmail.com; ;983700581;20;1;1;Piura;Piura;Piura;20610867252;Andina Creperia;Andina de Inversiones Privadas EIRL;19/10/2023;6/01/2025
Mr. Leigh Restaurant - Café;2202;ALIMENTOS Y BEBIDAS;220202;Restaurantes comida Peruana;220202;Restaurantes comida Peruana;Psj. Boulevard de Santa Isabel Lt. 12;cesar@leighperu.com; ;983983372;20;1;1;Piura;Piura;Piura;20529918543;Mr. Leigh Restaurant - Café;Inversiones Mister Leigh EIRL;20/10/2023;6/01/2025
Casa Cultural Tallán;2202;ALIMENTOS Y BEBIDAS;220212;Restaurante 3 Tenedores;220212;Restaurante 3 Tenedores;Carretera Los Ejidos Lt. B 11 (a 300 m. de UPAO)Ref;milkaperezb@gmail.com; ;954676216;20;1;1;Piura;Piura;Piura;20604820414;Casa Cultural Tallán;Tallan Casa Cultural S.A.C;27/10/2023;6/01/2025
Namasté;2202;ALIMENTOS Y BEBIDAS;220204;Restaurantes Vegetarianos;220204;Restaurantes Vegetarianos;Av. Bolognesi 802-A     ;contacto@namastewarmy.com     ;www.namastewarmy.com;999458381;15;1;4;Lima;Lima;Barranco;10410325131;Namasté;Velit Panta Laksmi Yasoda;15/11/2023;28/01/2025
Namasté;2202;ALIMENTOS Y BEBIDAS;220219;Restaurantes Veganos;220219;Restaurantes Veganos;Av. Bolognesi 802-A     ;contacto@namastewarmy.com     ;www.namastewarmy.com;999458381;15;1;4;Lima;Lima;Barranco;10410325131;Namasté;Velit Panta Laksmi Yasoda;15/11/2023;28/01/2025
La Mangachería;2202;ALIMENTOS Y BEBIDAS;220202;Restaurantes comida Peruana;220202;Restaurantes comida Peruana;Cl. Las Mercedes 299 Carretera Los Ejidos (Fundo Elio) ; ; ;984101059;20;1;1;Piura;Piura;Piura;20611535935;La Mangachería;La Mangachería E.I.R.L;16/11/2023;6/01/2025
Black Marlin Restaurant & Lodge ;2202;ALIMENTOS Y BEBIDAS;220203;Restaurantes Pescados & Mariscos;220203;Restaurantes Pescados & Mariscos;Av. Principal A-2, Cabo Blanco;blackmarlinperu@gmail.com; ; 073 256067;20;7;2;Piura;Talara;El Alto;20529723025;Black Marlin Restaurant & Lodge ;Black Marlin Restaurant & Lodge SAC;21/11/2023;6/01/2025
Restaurante Cevicheria Marcos;2202;ALIMENTOS Y BEBIDAS;220203;Restaurantes Pescados & Mariscos;220203;Restaurantes Pescados & Mariscos;Calle principal Mz C Lt 20, Cabo Blanco;marcoschapilliquen0105@gmail.com; ; 073 256068;20;7;2;Piura;Talara;El Alto;10035716276;Restaurante Cevicheria Marcos;Marcos Joaquin Chapilliquen Crisanto;21/11/2023;6/01/2025
Tayanti;2202;ALIMENTOS Y BEBIDAS;220201;Restaurantes comida Internacional;220201;Restaurantes comida Internacional;Carretera Los Ejidos Km 1 (Centro Comercial Ejidos Plaza);david.quenaya@hotmail.com; ;982984963;20;1;1;Piura;Piura;Piura;20609250462;Tayanti;Oisshi Taclla Restaurantes SAC;21/11/2023;6/01/2025
Restaurante El Mero;2202;ALIMENTOS Y BEBIDAS;220203;Restaurantes Pescados & Mariscos;220203;Restaurantes Pescados & Mariscos;Cl. B-4, Cabo Blanco; ; ;969876649;20;7;2;Piura;Talara;El Alto;10038534501;Restaurante El Mero;Bernardo Fiestas Fiestas;21/11/2023;6/01/2025
Lasagnas La Nonna ;2202;ALIMENTOS Y BEBIDAS;220220;Pizzerías;220220;Pizzerías;Cl. Madre Selva Mz H Lt 10. Urb. Avifap;guillermo.torres.trelles@gmail.com; ;934744749;20;1;1;Piura;Piura;Piura;20609618621;Lasagnas La Nonna ;Lasagnas La Nonna SAC;21/11/2023;6/01/2025
Panic Point Restaurant;2202;ALIMENTOS Y BEBIDAS;220203;Restaurantes Pescados & Mariscos;220203;Restaurantes Pescados & Mariscos;Cl. Principal MZ C Lt 3, Cabo Blanco;antonperiche@gmail.com; ;922413292;20;7;2;Piura;Talara;El Alto;10039014314;Panic Point Restaurant;Marcia Araceli Periche Tume;21/11/2023;6/01/2025
Chakra Restaurante;2202;ALIMENTOS Y BEBIDAS;220202;Restaurantes comida Peruana;220202;Restaurantes comida Peruana;Av. Principal Mz CA Lt.11 Urb. Santa Margarita I Etapa (26 de Octubre);ae.dybsac@gmail.com; ;978792799;20;1;1;Piura;Piura;Piura;20603524439;Chakra Restaurante;Asociados e Inversiones D y B S.A.C;19/12/2023;4/01/2025
Hacienda del Chalán;2205;AGENCIAS DE VIAJES Y TURISMO;220503;Operador de Turismo;220503;Operador de Turismo;Comunidad Campesina San Mateo de Paucarbamba S/N;reservas@haciendadelchalan.com;https://www.haciendadelchalan.com;984737897;8;13;5;Cusco;Urubamba;Maras;10244871980;Hacienda del Chalán;Boza Valenzuela Yojan;21/02/2024;22/01/2025
Quero;2202;ALIMENTOS Y BEBIDAS;220216;Restaurant & Bar;220216;Restaurant & Bar;Jiron Ayacucho 609 (2do piso); ; ;  ;20;1;1;Piura;Piura;Piura;20609990237;Quero;Gusto y Sazón Piurano E.I.R.L;21/02/2024;6/01/2025
Wamatur Travel;2205;AGENCIAS DE VIAJES Y TURISMO;220503;Operador de Turismo;220503;Operador de Turismo;Jr. Leoncio Prado 703, Partido Alto;reservas@wamaturtrael.com      info@wamaturtravel.com;www.wamaturtravel.com;042 604219;22;9;1;San Martín;San Martín;Tarapoto;20612133159;Wamatur Travel;Wamatur Travel Agencia de Viajes y Turismo Tour Operador S.A.C;5/03/2024;22/01/2025
Transporte Rafael;2203;TRANSPORTE;220301;Terrestre;22030102;Transporte turístico;Urb. Luis Negreiros Vega B-14;contacto@transporterafael.com; ; 073 692388;20;7;1;Piura;Talara;Pariñas;20483995254;Transporte Rafael;EMPRESA DE TRANSPORTES RAFAEL E.I.R.L;7/03/2024;4/01/2025
Aler Coffe;2202;ALIMENTOS Y BEBIDAS;220206;Cafés;220206;Cafés;Jr. Chiclayo 182 (centro de Canchaque);rjpalacios22@gmail.com; ;952096314;20;3;2;Piura;Huancabamba;Canchaque;20611438932;Aler Coffe;Alear Coffe Cafeteria & Snack EIRL;2/04/2024;6/01/2025
LYZ BUSINESS HOTEL;2201;ESTABLECIMIENTOS DE HOSPEDAJE;220101;Hoteles;22010102;H.4 Estrellas;Av. Vice 230;ventaspiura@lyzhotel.com;www.lyzhotel.com.pe;073 602399;20;1;1;Piura;Piura;Piura;20602461310;LYZ BUSINESS HOTEL;CTCH INVERSIONES SAC;14/05/2024;3/01/2025
ASP Viajes y Turismo;2205;AGENCIAS DE VIAJES Y TURISMO;220503;Operador de Turismo;220503;Operador de Turismo;Av. Camino Real 208, Int. 1;infoaspinfo@gmail.com; ;971888716;8;1;1;Cusco;Cusco;Cusco;20490028669;ASP Viajes y Turismo;ASP Viajes y Turismo S.R.L.;4/06/2024;23/01/2025
Cusco Sunrise Perú Trek;2205;AGENCIAS DE VIAJES Y TURISMO;220503;Operador de Turismo;220503;Operador de Turismo;Urb. Los Pinos C-7;reservas@sunriseperutrek.com;www.sunriseperutrek.com;950313131;8;1;4;Cusco;Cusco;San Jerónimo;20490681664;Cusco Sunrise Perú Trek;Cusco Sunrise Perú Trek E.I.R.L.;4/06/2024;29/01/2025
Cusco Peruvian Adventures;2205;AGENCIAS DE VIAJES Y TURISMO;220503;Operador de Turismo;220503;Operador de Turismo;Pj. Javier Heraud U-1-8, Urb. Ttio;cuscoperuvianadventures@gmail.com; ;984680230;8;1;8;Cusco;Cusco;Wanchaq;20490195051;Cusco Peruvian Adventures;Cusco Peruvian Adventures S.C.R.L.;4/06/2024;24/01/2025
Cusco Native Tours;2205;AGENCIAS DE VIAJES Y TURISMO;220503;Operador de Turismo;220503;Operador de Turismo;Urb. Mercados Unidos R-4;info@cusconative.com;www.cusconative.com;915146558;8;1;6;Cusco;Cusco;Santiago;20608817566;Cusco Native Tours;Cusco Native Tours S.R.L.;4/06/2024;26/01/2025
Viajes Perú para Todos;2205;AGENCIAS DE VIAJES Y TURISMO;220503;Operador de Turismo;220503;Operador de Turismo;Cercado de Wanchaq - Av. Pachacuteq 410 (Exclusivamente digital);viajesperuparatodos@gmail.com;www.viajesperuparatodos.com;968347154;8;1;8;Cusco;Cusco;Wanchaq;20611908327;Viajes Perú para Todos;Perú para Todos Agencia de Viajes y Turismo S.A.C.;5/06/2024;24/01/2025
Jaysatours Beach;2203;TRANSPORTE;220301;Terrestre;22030102;Transporte turístico;Av. Córpac (al interior del Aeropuerto de Piura);reservasjaysatours@outlook.com;www.jaysatours.com;983485322;20;1;1;Piura;Piura;Piura;20603381000;Jaysatours Beach;JAYSATOURS BEACH E.I.R.L.;11/06/2024;4/01/2025
La Cocina de Gian;2202;ALIMENTOS Y BEBIDAS;220202;Restaurantes comida Peruana;220202;Restaurantes comida Peruana;Jr. Junín 870;infante_men83@gmail.com;No cuenta;980146950;20;1;1;Piura;Piura;Piura;10422278031;La Cocina de Gian;Harold Alexis Infante Mendoza;20/06/2024;6/01/2025
Oh mi Tumbes;2202;ALIMENTOS Y BEBIDAS;220203;Restaurantes Pescados & Mariscos;220203;Restaurantes Pescados & Mariscos;Cl. Leoncio Prado 601 (a Media Cuadra de Reniec);Tavara2994@gmail.com; ;956690652;20;6;1;Piura;Sullana;Sullana;20610613447;Oh mi Tumbes;INVESTMENTS AND SERVICES OH MI TUMBES E.I.R.L.;21/06/2024;6/01/2025
Casa Andina Premium Piura;2201;ESTABLECIMIENTOS DE HOSPEDAJE;220101;Hoteles;22010101;H.5 Estrellas;Av. Ramón Mujica S/N Urb. San Eduardo, El Chipe;recep-cappiura@casa-andina.com;www.casa-andina.com;073 285000;20;1;1;Piura;Piura;Piura;20505670443;Casa Andina Premium Piura;NESSUS HOTELES PERU S.A;24/06/2024;4/01/2025
El Gran Caimán;2201;ESTABLECIMIENTOS DE HOSPEDAJE;220101;Hoteles;22010103;H.3 Estrellas;Av. Grau 133;reservas@elgrancaiman.com;No cuenta con página web;947405605;20;7;6;Piura;Talara;Máncora;20510400403;El Gran Caimán;Hoteles de Turismo El Gran Caimán S.A.C;2/07/2024;4/01/2025
Veleritos Tours L y L;2205;AGENCIAS DE VIAJES Y TURISMO;220503;Operador de Turismo;220503;Operador de Turismo;Carretera Playa Punta Veleros S/N, Los Órganos (Exclusivamente Digital);veleritostours@gmail.com;www.veleritostours.com;945882576;20;7;5;Piura;Talara;Los Órganos;10038991260;Veleritos Tours L y L;Jose Rolando Lucar Silva;3/07/2024;4/01/2025
Peruvian Mountain Rides;2205;AGENCIAS DE VIAJES Y TURISMO;220503;Operador de Turismo;220503;Operador de Turismo;Barrio Hampiñuño S/N;info@peruvianmountainrides.com;www.peruvianmountainrides.com;994105404;8;4;3;Cusco;Calca;Lamay;20601003903;Peruvian Mountain Rides;Servicios Turísticos Chachani S.A.C.;18/07/2024;22/01/2025
Amazon Wildlife Perú;2205;AGENCIAS DE VIAJES Y TURISMO;220503;Operador de Turismo;220503;Operador de Turismo;Cl. Triunfo 392, Of. 202;info@amazonwildlifeperu.com     amazonwildlifeperu@gmail.com;www.amazonwildlifeperu.com; 084 786706;8;1;1;Cusco;Cusco;Cusco;20490560107;Amazon Wildlife Perú;Amazon Wildlife Perú E.I.R.L.;22/07/2024;17/01/2025
Catac Travel Tours;2205;AGENCIAS DE VIAJES Y TURISMO;220503;Operador de Turismo;220503;Operador de Turismo;Jr. Huancavelica 257 Of. 1 / Av. Corpac Of. 2 - Talarita, Castilla;reservas_catactravel@hotmail.com ; ;953810513;20;1;1;Piura;Piura;Piura;20612236977;Catac Travel Tours;CATAC TRAVEL TOURS EIRL;7/08/2024;4/01/2025
Ayni Travel - Agencia de viajes;2205;AGENCIAS DE VIAJES Y TURISMO;220503;Operador de Turismo;220503;Operador de Turismo;Urb. Angamos 1E Av. Panamericana P1 Mz. I Lt. 5;aynitravelperu@gmail.com; ;928891085;20;1;1;Piura;Piura;Piura;20612816990;Ayni Travel - Agencia de viajes;Consorcio e Inversiones Romero E.I.R.L;7/08/2024;4/01/2025
Wayra Adventure Travel Agency;2205;AGENCIAS DE VIAJES Y TURISMO;220503;Operador de Turismo;220503;Operador de Turismo;Mza. Ic Lote. I-7 Asc. Frente de Defensa (3 Cuadras de la Via de Evitamiento);willysantillana@wayraadventuretravel.com     reservas@wayraadventuretravel.com;https://www.wayraadventuretravel.com;943541201;8;1;5;Cusco;Cusco;San Sebastián;20612481572;Wayra Adventure Travel Agency;W & L INVERSIONES TURISTICAS WAYRA S.A.C.;18/08/2024;22/01/2025
Intrepid DMC;2205;AGENCIAS DE VIAJES Y TURISMO;220503;Operador de Turismo;220503;Operador de Turismo;Cl. Zeta 109;maritza.chacacanta@intrepidtravel.com;  ;958061871;8;1;1;Cusco;Cusco;Cusco;20601431425;Intrepid DMC;Intrepid Peru S.A.C.;7/10/2024;26/01/2025
Hospital Belén de Trujillo;2208;SALUD;220801;Hospitales;220801;Hospitales;Jirón Bolivar 350, Trujillo 13001;direccion@hbt.gob.pe;https://www.hbt.gob.pe/;044 480200;13;1;1;La Libertad;Trujillo;Trujillo;20228257479;Hospital Belén de Trujillo;U.E. 403-SALUD TRUJILLO-SUR OESTE;17/10/2024;22/01/2025
Hospital Victor Lazarte Echegaray - Essalud;2208;SALUD;220801;Hospitales;220801;Hospitales;Prol. Union 1375, Trujillo 13006; consultas.viva@essalud.gob.pe;https://www.essalud.gob.pe/hospital-lazarte-de-essalud-la-libertad-a-l;949 477 831;13;1;1;La Libertad;Trujillo;Trujillo;20601660998;Hospital Victor Lazarte Echegaray - Essalud;EL CUERPO MEDICO DEL HOSPITAL VICTOR LAZARTE ECHEGARAY ESSALUD-TRUJILLO;17/10/2024;22/01/2025
Hospital I Luis Albrecht;2208;SALUD;220801;Hospitales;220801;Hospitales;Av. Jesús de Nazareth S/N, Trujillo 13011;consultas.viva@essalud.gob.pe;https://www.gob.pe/essalud;044 224048;13;1;1;La Libertad;Trujillo;Trujillo;20131257750;Hospital I Luis Albrecht;Seguro Social de Salud;21/10/2024;22/01/2025
Salud Primavera;2208;SALUD;220801;Hospitales;220801;Hospitales;Av. Nicolás de Piérola 872, Trujillo 13001;info@saludprimavera.com.pe;https://saludprimavera.com.pe/;51 985311515;13;1;1;La Libertad;Trujillo;Trujillo;20477402152;Salud Primavera;CORPORACION SALUD UNIVERSAL SOCIEDAD ANONIMA CERRADA;21/10/2024;22/01/2025
Transportes Flor Del Café;2203;TRANSPORTE;220301;Terrestre;22030101;Transporte Terrestre Nacional;Terminal Terrestre  “El Bosque” - Av. Guardia Civil s/n;laflordelcafe123@gmail.com; ;971222683;20;1;4;Piura;Piura;Castilla;20526683871;Transportes Flor Del Café;La Flor Del Café - La Laguna E.I.R.L.;30/10/2024;4/01/2025
Munay-ki Travel & Tours;2205;AGENCIAS DE VIAJES Y TURISMO;220502;Agencias Minoristas;220502;Agencias Minoristas;Cl. San Agustín Arbulú 115;munaykiturimo@gmail.com;www.munaykilambayeque.com;940055540;14;1;1;Lambayeque;Chiclayo;Chiclayo;10734852126;Munay-ki Travel & Tours;Pedro Barrios Carlos;7/11/2024;17/01/2025
HUALLPA PORRAS SAMUEL;2201;ESTABLECIMIENTOS DE HOSPEDAJE;220107;Hospedaje no Categorizado;220107;Hospedaje no Categorizado;JR. LAMBAYEQUE MZ. 3-5 LOTE 14;;;973122407;17;1;1;Madre de Dios;Tambopata;Tambopata;10460982184;HUALLPA PORRAS SAMUEL;HOSPEDAJE CONTINENTAL;17/11/2024;9/01/2025
Central Travel Agency;2205;AGENCIAS DE VIAJES Y TURISMO;220503;Operador de Turismo;220503;Operador de Turismo;Restaurante Panorámico 1 - Terminal Terrestre De Espinar;agenciaviajes@centraltravelespinar.com;www.centraltravelespinar.com;972310940;8;8;1;Cusco;Espinar;Espinar;20611070889;Central Travel Agency;Jl Turry Central E.I.R.L.;18/11/2024;22/01/2025
Restaurant Punta Veleros;2202;ALIMENTOS Y BEBIDAS;220202;Restaurantes comida Peruana;220202;Restaurantes comida Peruana;Av. Los Proceres 410 Barrio Empleados - Los Órganos;smarchanolaya.75@gmail.com; ;926 193 260;20;7;5;Piura;Talara;Los Órganos;10038725845;Restaurant Punta Veleros;Restarurant Punta Veleros;29/11/2024;6/01/2025
Mar & Fuego;2202;ALIMENTOS Y BEBIDAS;220202;Restaurantes comida Peruana;220202;Restaurantes comida Peruana;Mz. F Lote 12 Urb. El Bosque Piura;demaryfuego@gmail.com; ;919 442 766;20;1;4;Piura;Piura;Castilla;20605524894;Mar & Fuego;INVERSIONES GASTRONOMICAS DE MAR Y FUEGO E.I.R.L;2/12/2024;6/01/2025
Agencia de Turismo Catacaos;2205;AGENCIAS DE VIAJES Y TURISMO;220503;Operador de Turismo;220503;Operador de Turismo;Calle Comercio 713 (Exclusivamente digital);ernestomogrovejo@gmail.com; ;955 537 731 ;20;1;5;Piura;Piura;Catacaos;10407282189;Agencia de Turismo Catacaos; Mogrovejo Ramos Ernesto Manuel;12/12/2024;4/01/2025
Hotel El Vuelo del Condor ;2201;ESTABLECIMIENTOS DE HOSPEDAJE;220107;Hospedaje no Categorizado;220107;Hospedaje no Categorizado;Av. Manuel A. Odria 1490;hotelelvuelo201201@gmail.com;  ;945 906 433;12;7;1;Junín;Tarma;Tarma;20568374771;Hotel El Vuelo del Condor ;Consorcio Hotelero El Vuelo Del Condor E.I.R.L;3/01/2025;3/01/2025
Casa Hotelera “Tampu Wasi”;2201;ESTABLECIMIENTOS DE HOSPEDAJE;220107;Hospedaje no Categorizado;220107;Hospedaje no Categorizado; Jr. Amazonas 798; ; ;933 042 113;12;7;1;Junín;Tarma;Tarma;10105198871;Casa Hotelera “Tampu Wasi”;Quiroz Huaman Juan Gilberto;3/01/2025;3/01/2025
Hotel Mi Tierra Consorcio Siu;2201;ESTABLECIMIENTOS DE HOSPEDAJE;220107;Hospedaje no Categorizado;220107;Hospedaje no Categorizado;Jr. Huaraz 474; ; ; 064 785750;12;7;1;Junín;Tarma;Tarma;20568045361;Hotel Mi Tierra Consorcio Siu;Consorcio Grupo E&Roberto Si-U Sociedad Comercial de Responsabilidad Limitada;3/01/2025;3/01/2025
Casa Quilipe;2201;ESTABLECIMIENTOS DE HOSPEDAJE;220107;Hospedaje no Categorizado;220107;Hospedaje no Categorizado;Calle Quilipe s/n - Casco Urbano; espiritut@gmail.com; ;990189516;2;11;1;Áncash;Huarmey;Huarmey;10085509883;Casa Quilipe;Gamarra Farromeque Imelda Gladys;3/01/2025;3/01/2025
Cipriani Hotel - Tarma;2201;ESTABLECIMIENTOS DE HOSPEDAJE;220101;Hoteles;22010103;H.3 Estrellas;Jr. Lima 262;reservasciprianihotel@gmail.com; https://www.ciprianihoteltarma.com/;998 877 909;12;7;1;Junín;Tarma;Tarma;2060934537;Cipriani Hotel - Tarma;Pariss Cipriani Hotel E.I.R.L.;10/01/2025;10/01/2025
Hostal Aldustar;2201;ESTABLECIMIENTOS DE HOSPEDAJE;220107;Hospedaje no Categorizado;220107;Hospedaje no Categorizado;Av. Vienrich 736; ;  ;959 141 162;12;7;1;Junín;Tarma;Tarma;1010601407;Hostal Aldustar;Estrella Huaman De Mendizabal Irene Teodora;10/01/2025;10/01/2025
"Casa de Artesanía ""Maroti Shobo""";2207;ARTESANÍA;220706;Tiendas Artesanales;220706;Tiendas Artesanales;Av. Aguaytia N°443;marotishobo23@gmail.com;https://www.marotishobo.com/;920219103;25;1;5;Ucayali;Coronel Portillo;Yarinacocha;20393278219;"Casa de Artesanía ""Maroti Shobo""";"Centro de Asociación Artesanal ""Maroti Shobo""";10/01/2025;10/01/2025
Hotel Victoire'ss;2201;ESTABLECIMIENTOS DE HOSPEDAJE;220107;Hospedaje no Categorizado;220107;Hospedaje no Categorizado;Jr. Amazonas  544; ; ;944 419 181;12;7;1;Junín;Tarma;Tarma;20568561296;Hotel Victoire'ss;Corporación Victoire'ss Sociedad Anonima Cerrada - Corporación Victoire'ss S.A.C.;10/01/2025;10/01/2025
Hotel Victoire'ss;2201;ESTABLECIMIENTOS DE HOSPEDAJE;220107;Hospedaje no Categorizado;220107;Hospedaje no Categorizado;Jr. Huancayo 475; ; ;964 754 520;12;7;1;Junín;Tarma;Tarma;20568561296;Hotel Victoire'ss;Corporación Victoire'ss Sociedad Anonima Cerrada - Corporación Victoire'ss S.A.C.;10/01/2025;10/01/2025
Hacienda Santa María;2201;ESTABLECIMIENTOS DE HOSPEDAJE;220107;Hospedaje no Categorizado;220107;Hospedaje no Categorizado;Ca. Vista Alegre 1249; santamaria.hacienda@gmail.com;https://www.haciendasantamaria.com/;958 314 228;12;7;1;Junín;Tarma;Tarma;20251213845;Hacienda Santa María;Delindio S.A.;10/01/2025;10/01/2025
Hospedaje Yordana;2201;ESTABLECIMIENTOS DE HOSPEDAJE;220107;Hospedaje no Categorizado;220107;Hospedaje no Categorizado;Av.Castilla 192-194; dianitapalomino15@hotmail.com; ;064 786018;12;7;1;Junín;Tarma;Tarma;10211334709;Hospedaje Yordana;Izquierdo Yantas Jose Luis;10/01/2025;10/01/2025
